nThreads, MatrixName, NRows, NCol, NZ, k, time, err_rel, GFLOPS
20, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000062, 0.000000, 2.918646
21, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000049, 0.000000, 3.640182
22, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000590, 0.000000, 0.304872
23, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000076, 0.000000, 2.380027
24, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000793, 0.000000, 0.226990
25, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.002207, 0.000000, 0.081534
26, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.002634, 0.000000, 0.068321
27, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000881, 0.000000, 0.204354
28, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000358, 0.000000, 0.501961
29, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000317, 0.000000, 0.567168
30, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000336, 0.000000, 0.536292
31, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000319, 0.000000, 0.563265
32, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000312, 0.000000, 0.577572
33, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000256, 0.000000, 0.703938
34, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000083, 0.000000, 2.167629
35, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000569, 0.000000, 0.316437
36, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000313, 0.000000, 0.575418
37, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000312, 0.000000, 0.575888
38, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000320, 0.000000, 0.562116
39, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 8, 0.000310, 0.000000, 0.581092
1, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000156, 0.000000, 1.729782
2, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000304, 0.000000, 0.886954
3, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000112, 0.000000, 2.415140
4, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000083, 0.000000, 3.239152
5, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000081, 0.000000, 3.330524
6, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000074, 0.000000, 3.634263
7, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000064, 0.000000, 4.235217
8, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000070, 0.000000, 3.839181
9, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000073, 0.000000, 3.713900
10, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000067, 0.000000, 4.010282
11, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000068, 0.000000, 3.952263
12, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000086, 0.000000, 3.136249
13, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000066, 0.000000, 4.094169
14, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000079, 0.000000, 3.410118
15, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000062, 0.000000, 4.354906
16, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000074, 0.000000, 3.631622
17, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000068, 0.000000, 3.957566
18, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000086, 0.000000, 3.128197
19, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000075, 0.000000, 3.619472
20, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000078, 0.000000, 3.459509
21, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000067, 0.000000, 3.999052
22, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.001725, 0.000000, 0.156445
23, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000322, 0.000000, 0.838627
24, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.001188, 0.000000, 0.227191
25, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.001727, 0.000000, 0.156299
26, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000232, 0.000000, 1.162743
27, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000251, 0.000000, 1.075728
28, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000224, 0.000000, 1.206100
29, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.001215, 0.000000, 0.222222
30, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000297, 0.000000, 0.907545
31, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000230, 0.000000, 1.173215
32, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000221, 0.000000, 1.219957
33, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000209, 0.000000, 1.293753
34, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000229, 0.000000, 1.177314
35, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000233, 0.000000, 1.158220
36, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000229, 0.000000, 1.176873
37, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000236, 0.000000, 1.142833
38, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.000218, 0.000000, 1.236427
39, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 12, 0.002590, 0.000000, 0.104219
1, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000205, 0.000000, 1.759073
2, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000355, 0.000000, 1.013937
3, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000129, 0.000000, 2.781136
4, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000102, 0.000000, 3.541472
5, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000102, 0.000000, 3.523856
6, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000097, 0.000000, 3.697651
7, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000096, 0.000000, 3.748218
8, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000083, 0.000000, 4.339572
9, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000299, 0.000000, 1.205052
10, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000084, 0.000000, 4.300574
11, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000082, 0.000000, 4.382617
12, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000110, 0.000000, 3.266397
13, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000083, 0.000000, 4.348906
14, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000101, 0.000000, 3.558562
15, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000075, 0.000000, 4.816242
16, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000092, 0.000000, 3.904374
17, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000085, 0.000000, 4.242748
18, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000103, 0.000000, 3.507644
19, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000099, 0.000000, 3.640697
20, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000092, 0.000000, 3.897439
21, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000077, 0.000000, 4.669417
22, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000115, 0.000000, 3.134023
23, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.001655, 0.000000, 0.217466
24, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.001415, 0.000000, 0.254252
25, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000150, 0.000000, 2.400411
26, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000190, 0.000000, 1.897979
27, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000150, 0.000000, 2.403987
28, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000215, 0.000000, 1.677592
29, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000141, 0.000000, 2.545370
30, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000172, 0.000000, 2.098348
31, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000150, 0.000000, 2.399827
32, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.001154, 0.000000, 0.311809
33, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000153, 0.000000, 2.358911
34, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000157, 0.000000, 2.288003
35, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000163, 0.000000, 2.203532
36, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000157, 0.000000, 2.289306
37, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000159, 0.000000, 2.264521
38, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000144, 0.000000, 2.506116
39, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 16, 0.000189, 0.000000, 1.905930
1, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000408, 0.000000, 1.761997
2, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000479, 0.000000, 1.503679
3, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000230, 0.000000, 3.124553
4, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000193, 0.000000, 3.722888
5, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000179, 0.000000, 4.019210
6, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000174, 0.000000, 4.143687
7, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000154, 0.000000, 4.660181
8, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000147, 0.000000, 4.893854
9, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000156, 0.000000, 4.607807
10, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000154, 0.000000, 4.683668
11, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000142, 0.000000, 5.071602
12, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000206, 0.000000, 3.492792
13, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000136, 0.000000, 5.310314
14, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000171, 0.000000, 4.204886
15, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000122, 0.000000, 5.923112
16, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000165, 0.000000, 4.373655
17, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000138, 0.000000, 5.227867
18, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000191, 0.000000, 3.764863
19, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000164, 0.000000, 4.376727
20, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000165, 0.000000, 4.373509
21, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000120, 0.000000, 6.003470
22, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000187, 0.000000, 3.853246
23, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000484, 0.000000, 1.486499
24, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000354, 0.000000, 2.034416
25, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000335, 0.000000, 2.149722
26, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000345, 0.000000, 2.083587
27, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000305, 0.000000, 2.357370
28, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000458, 0.000000, 1.572553
29, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000313, 0.000000, 2.303081
30, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000375, 0.000000, 1.917441
31, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000330, 0.000000, 2.178231
32, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000341, 0.000000, 2.113680
33, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000343, 0.000000, 2.100170
34, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000174, 0.000000, 4.141244
35, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000478, 0.000000, 1.505708
36, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000374, 0.000000, 1.926685
37, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000343, 0.000000, 2.097608
38, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000313, 0.000000, 2.297813
39, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 32, 0.000360, 0.000000, 2.001134
1, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000794, 0.000000, 1.812646
2, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000774, 0.000000, 1.860689
3, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000430, 0.000000, 3.345950
4, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000359, 0.000000, 4.008549
5, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000336, 0.000000, 4.284490
6, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000321, 0.000000, 4.485148
7, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000280, 0.000000, 5.137607
8, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000263, 0.000000, 5.476754
9, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000526, 0.000000, 2.737692
10, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000290, 0.000000, 4.958921
11, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000372, 0.000000, 3.867377
12, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000403, 0.000000, 3.572981
13, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000240, 0.000000, 6.002969
14, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000326, 0.000000, 4.410770
15, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000214, 0.000000, 6.719467
16, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000306, 0.000000, 4.704301
17, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000219, 0.000000, 6.573860
18, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000354, 0.000000, 4.066115
19, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000313, 0.000000, 4.605433
20, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000311, 0.000000, 4.632765
21, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.002666, 0.000000, 0.540025
22, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.001293, 0.000000, 1.112891
23, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000571, 0.000000, 2.521299
24, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000659, 0.000000, 2.185055
25, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000817, 0.000000, 1.762036
26, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000480, 0.000000, 3.002035
27, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000239, 0.000000, 6.015877
28, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000353, 0.000000, 4.078390
29, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.001138, 0.000000, 1.265254
30, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000712, 0.000000, 2.021844
31, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000665, 0.000000, 2.165194
32, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.001138, 0.000000, 1.264612
33, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.002219, 0.000000, 0.648829
34, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000323, 0.000000, 4.463231
35, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000318, 0.000000, 4.526656
36, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.001977, 0.000000, 0.728063
37, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.002579, 0.000000, 0.558094
38, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000241, 0.000000, 5.981704
39, ../measurements/matrix_files/adder_dcop_32.mtx, 1813, 1813, 11246, 64, 0.000245, 0.000000, 5.871363
1, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000081, 0.000000, 1.802925
2, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000217, 0.000000, 0.673629
3, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000260, 0.000000, 0.562399
4, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000046, 0.000000, 3.174533
5, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000040, 0.000000, 3.642956
6, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000036, 0.000000, 4.056624
7, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000043, 0.000000, 3.389567
8, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000042, 0.000000, 3.464665
9, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000039, 0.000000, 3.790095
10, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000035, 0.000000, 4.174643
11, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000034, 0.000000, 4.290843
12, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000037, 0.000000, 3.959992
13, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000039, 0.000000, 3.776544
14, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000036, 0.000000, 4.112907
15, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000041, 0.000000, 3.526511
16, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000035, 0.000000, 4.191207
17, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000036, 0.000000, 4.051007
18, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000036, 0.000000, 4.027475
19, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000033, 0.000000, 4.490929
20, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000034, 0.000000, 4.281613
21, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000036, 0.000000, 4.091397
22, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.004465, 0.000000, 0.032767
23, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000056, 0.000000, 2.625838
24, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.002166, 0.000000, 0.067536
25, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000201, 0.000000, 0.729570
26, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000178, 0.000000, 0.820450
27, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.001227, 0.000000, 0.119266
28, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000962, 0.000000, 0.152060
29, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.001423, 0.000000, 0.102791
30, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000526, 0.000000, 0.277920
31, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000453, 0.000000, 0.323255
32, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000456, 0.000000, 0.320700
33, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000436, 0.000000, 0.335286
34, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000455, 0.000000, 0.321511
35, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000460, 0.000000, 0.317687
36, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000455, 0.000000, 0.321434
37, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000458, 0.000000, 0.319491
38, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000462, 0.000000, 0.316767
39, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 3, 0.000457, 0.000000, 0.320294
1, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000106, 0.000000, 1.847874
2, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000173, 0.000000, 1.124381
3, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000078, 0.000000, 2.515456
4, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000091, 0.000000, 2.150207
5, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000048, 0.000000, 4.056947
6, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000041, 0.000000, 4.770612
7, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000038, 0.000000, 5.181734
8, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000045, 0.000000, 4.301836
9, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000244, 0.000000, 0.798940
10, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000036, 0.000000, 5.433163
11, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000041, 0.000000, 4.765774
12, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000045, 0.000000, 4.365769
13, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000045, 0.000000, 4.296104
14, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000043, 0.000000, 4.585992
15, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000040, 0.000000, 4.931884
16, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000042, 0.000000, 4.693077
17, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000038, 0.000000, 5.070275
18, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000038, 0.000000, 5.160689
19, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000037, 0.000000, 5.315964
20, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000037, 0.000000, 5.343195
21, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.000085, 0.000000, 2.291676
22, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.002667, 0.000000, 0.073146
23, ../measurements/matrix_files/mcfe.mtx, 765, 765, 24382, 4, 0.001898, 0.000000, 0.102781
